Username,Name en_NZ,Name zh,Name ja,Description en_NZ,Description zh,Description  ja,Menu item page URL,imageUrl,Tags,Linked Printers
takumi@fingermenu.co.nz,Sprite,,,,,,,,,"[""Receipt Printer""]"
takumi@fingermenu.co.nz,L&P,,,,,,,,,"[""Receipt Printer""]"
takumi@fingermenu.co.nz,Ginger Beer,,,,,,,,,"[""Receipt Printer""]"
takumi@fingermenu.co.nz,Lemon Lime & Bitter,,,,,,,,,"[""Receipt Printer""]"
takumi@fingermenu.co.nz,Raspberry Coke,,,,,,,,,"[""Receipt Printer""]"
takumi@fingermenu.co.nz,Raspberry Lemonade,,,,,,,,,"[""Receipt Printer""]"
takumi@fingermenu.co.nz,Green Tea - pot,,,,,,,,,"[""Receipt Printer""]"
takumi@fingermenu.co.nz,Genmai Tea - pot,,,,,,,,,"[""Receipt Printer""]"
takumi@fingermenu.co.nz,Orange Juice,,,,,,,,,"[""Receipt Printer""]"
takumi@fingermenu.co.nz,Apple Juice,,,,,,,,,"[""Receipt Printer""]"
takumi@fingermenu.co.nz,Cranberry Juice,,,,,,,,,"[""Receipt Printer""]"
,,,,,,,,,,
,,,,,,,,,,
43degreescafe@fingermenu.co.nz,Avo-Mato. (V),,,"Sliced avocado and tomato on brown bread, poached egg, grilled halloumi, a mixture of roasted herbal nuts, and Mescaline salad.",,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/2af48c902d80d21edd5b3b9fae628b65_avo-mato.jpg,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Tortilla,,,"Diced avocado, tomato, and greens on a thin layer of tortilla with chilli bean & a fried egg, topped with sour cream and Jalapeño.",,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/7ec90b2772d56266be7b95c769de64ff_tortilla.jpg,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Banana Split Brioche French Toast,,,"Topped with creme fraiche, caramel sauce and strawberry.   ",,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Potato Hash,,,"One poached egg on sautéed potato and super greens, gherkin, and seasonal herbs.",,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/f8ae3ddd6a9a591ddd6fb78689970f88_hashphotato.jpg,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Potato Hash with Bacon,,,"One poached egg on sautéed potato and super greens, gherkin, and seasonal herbs.",,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Eggs Benedict - Mushroom,,,2 soft poached eggs with spinach on English muffins with mushroom and hollandaise.,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Eggs Benedict - Bacon,,,2 soft poached eggs with spinach on English muffins with bacon and hollandaise.,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Eggs Benedict - Salmon,,,2 soft poached eggs with spinach on English muffins with salmon and hollandaise.,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,GRANOLA - Berry Compote & Yoghurt,,,With berry compote and natural yoghurt.,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,GRANOLA - Seasonal Fruits,,,With fresh seasonal fruits.,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Toasted Bagels - Cream Cheese Jam Or Pesto,,,With cream cheese jam or pesto.,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Toasted Bagels - With Bacon & Sliced Tomato,,,With bacon & sliced tomato.  ,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Toasted Bagels - Salmon & Cream Cheese,,,With highland fresh salmon & cream cheese. ,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Eggs Your Way - Soft Poached,,,Soft poached eggs on seeded brown bread.,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Eggs Your Way - Scrambled,,,Scrambled eggs on seeded brown bread.,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Eggs Your Way - Fried,,,Fried eggs on seeded brown bread.,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Hot Chips - with sea salt,,,Hot chips - with sea salt,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Bowl of Onion Rings,,,Bowl of onion rings,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Dumplings,,,"10 pieces of home-made, crispy skinned dumplings.",,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/ef9f566f076d36608f05c20cd08a9946_Dumpling.jpg,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Bao,,,"3 small fluffy steamed Baos filled with Peking duck, cucumber, onion, hoisin sauce, and pickles.",,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/66b084274acafb4a52314d910e2447e0_Bao.jpg,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Soup of the day,,,Check the board or ask your waiter,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Seafood Chowder,,,"Green lip mussells, prawns, salmon, white fish, calamari rings",,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,BBQ Scotch Fillet On Salad,,,"Chargrilled (medium-rare), Teriyaki sauce, seasonal vegetables",,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Chicken Salad,,,"Miso dressing roasted eggplants with greens, capsicum, roasted pumpkin, feta cheese and walnut.  ",,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/5d5988cf9d5f3dbf98a637e5d068f2f5_chicken%20salad.jpg,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,B.L.A.T.,,,"3 layers of cacon, lettuce, avocado and tomato toasties stack with a side of fries.",,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Big Beef Burger,,,"Brioche bun, premier beef patty, lettuce, pickles, serve with onion rings.",,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Chicken Burger,,,"Grilled chicken with lettuce, tomato, aioli, brioche bun, and side of fries.",,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/8f1a7d0fdb995a34461c25458bd11058_chicken%20burger.jpg,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Espresso - Black,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Espresso - White,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Espresso - Mocha,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Filter - coffee of the month,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,NZ Hot Chocolate,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Hot White Chocolate,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,"Deluxe Peruvian - Dark Chocolate (GF, V)",,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,"Deluxe Peruvian - Spicy Chocolate (GF, V)",,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Hot Blackcurrant,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Lemon Honey Ginger,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Feijoa Pineapple,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Tea - English Breakfast,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Tea - Earl Grey,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Tea - Green / Jasmine,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Tea - Oolong,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Tea - Peppermint (no caffeine),,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Tea - Camomile (no caffeine),,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Tea - Red Bush (no caffeine),,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Tea - Lemon Ginger (no caffeine),,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Tea - Rose buds & Honey (no caffeine),,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Tea - Mixed Berry (no caffeine),,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Smoothie - Berry,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Smoothie - Coconut & Passionfruit,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Smoothie - Mango,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Smoothie - Banana,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Iced Coffee - Black,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Iced Coffee - White,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Ice Chocolate,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Milk Shake - Strawberry,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Milk Shake - Chocolate,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Milk Shake - Banana,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Milk Shake - Caramel,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Milk Shake - Vanilla,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Milk Shake - Lime,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Sparkling Water,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Beer Bottle,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Brancott Estate MERLOT (glass),,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Wild Grace (2017) PINOT NOIR,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Rockburn (2016) PINOT NOIR (bottle),,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Brancott Estate BRUT CUVEE (glass),,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Veuve Clicquot CHAMPAGNE Brut NV (bottle),,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Marc Bredif  (2016) VOUVRAY,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Villa Maria (2016) ROSIE,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Villa Maria SAUVIGNON,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Wither Hill SAUVIGNON BLANC,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Cloudy Bay SAUVIGNON BLANC (bottle),,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Villa Maria CHARDONNAY,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Wither Hill CHARDONNAY,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Cloudy Bay CHARDONNAY (bottle),,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Allan Scott RIESLING dry,,,,,,,,,"[""Receipt Printer""]"
43degreescafe@fingermenu.co.nz,Main Divide RIESLING sweet,,,,,,,,,"[""Receipt Printer""]"
,,,,,,,,,,
maxine@fingermenu.co.nz,Pan Fried Dumplings ( 6pcs ),煎饺子,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/8d9cf96b595478a2ca416564f77867a6_Pan%20fried%20dumplings.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Chicken Wings ( 4pcs ) [ GF ],香酥鸡翅,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/01c3a29cede87908271b50d237b4cdc9__DSC9068.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Wontons ( 5pcs ),酥炸云吞,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/96089ff5ccb143d4f6ea70c43f3c59b2_Deep%20fried%20wontons.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Spring Rolls ( 4pcs ),炸春卷,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/bbdcf9fdfa22ceb762251a3c5bf2b2c5_Deep%20fried%20spring%20rolls.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Vege Spring Rolls ( 10pcs ) [ V ],素春卷,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Green Beans [ V ],酥炸四季豆,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Squid,炸鱿鱼,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Prawn Twisters ( 5pcs ),炸虾卷,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/ae66c04e569ba63544337127db939951_deep%20fried%20prawn%20twisters.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Scallops ( 5pcs ),炸带子,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Mushroom Balls ( 5pcs ) [ V ],炸蘑菇,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Crispy Chicken Bites,香酥鸡块,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,"Assorted Deep Fried Chicken Wing, Wonton & Spring Roll",什锦炸盘,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Prawn Chips,炸虾片,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Drunken Chicken Cold Dish,醉鸡,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Pickled Jelly Fish [ GF ] Cold Dish,凉拌海蜇,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Seaweed Salad [ GF ] Cold Dish,凉拌海带丝,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Braised Duck Wings & Feet Cold Dish,卤水鸭掌翼,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Hot & Sour Soup [*],酸辣汤,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/f6351f711594c7815c78910f60d8e6cc_Hot%20sour%20soup.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Wonton Soup,云吞汤,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Chicken & Cream Corn Soup [*] [GF],鸡蓉玉米羹,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/ddc5a9db566badd9b066c40c61a8fe0c_chicken%20corn%20soup.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Chicken & Fish Maw Soup [GF],鸡丝鱼肚羹,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,"Chicken, Crab Meat & Tofu Soup [GF]",蟹肉鸡丝豆腐羹,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/df6c03427e84d2af2d1864bce9c9a3f9_Chicken%20crab%20Tofu%20soup.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,"Seafood, Spinach Juice & Tofu Soup [*] [GF]",翡翠海鲜豆腐羹,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Peking Duck Half,糖朝片皮鸭 半份,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Peking Duck,糖朝片皮鸭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Roasted Duck,烧鸭,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/d0992597be292893aeafa6de3626d505_Roast%20duck.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Crispy Roasted Pork [ GF ],烧肉,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,BBQ Pork,叉烧,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/deef03799d24ea8c5825409aee451a1d_BBQ%20pork.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Double Roasted Mix,双拼烧味,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Salted Chicken,咸香鸡 ,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Salt & Pepper Duck Jaws,椒盐鸭下巴,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Maggi Duck Jaws,美极鸭下巴,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Chicken with Cashew Nuts [ GF ],腰果鸡球,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/2f4d27c9ee3604cdeb3bc2ce49b98998_Chicken%20with%20cashew%20nuts.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Honey Chicken,蜜糖鸡块,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Lemon Chicken,柠香鸡,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/ec8966366213109cf13932a9740e6a00_Lemon%20chicken.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Curry Chicken [ GF ],咖喱鸡,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Satay Chicken [ GF ],沙爹鸡,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Chicken with Pineapple [ GF ],菠萝鸡,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Sweet & Sour Chicken,咕噜鸡,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Chicken in Black Bean Sauce,豉汁鸡,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Chicken with Vegetables [ GF ],时菜炒鸡,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Kung Po Chicken ,宫保鸡丁,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Chicken with Dried Chilli,干锅辣子鸡,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/d94ad1f94bc341abe9c9d4542879b58b_Chicken%20with%20dry%20chilli.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Crispy Chicken Bites,香酥鸡块,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Steamed Chicken and Shiitake Mushrooms,冬菇蒸鸡,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Crispy Skin Chicken [ GF ],炸子鸡,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Free Range Chicken Preorder [ GF ],走地鸡 预定,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Sweet & Sour Pork,咕噜肉,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/a7cb6653580dc8dccc282a755872ad9a_Sweet%20sour%20pork.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Garlic Pork Ribs,蒜香骨,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/d4f55c9e4040240025b509a2e57be590_Garlic%20pork%20ribs.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Salt & Pepper Pork Ribs,盐酥排骨,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Sweet & Sour Pork Ribs,生炒骨,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Orange Pork Ribs,橙香排骨,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Satay Pork [ GF ],沙爹猪,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Pork in Black Bean Sauce,豉汁猪,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Curry Pork [ GF ],咖喱猪,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Stir Fried Pork in Teriyaki Sauce,和味猪肉,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Braised Pork with Fried Buns,过油肉,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Stir Fried Pork with Bean Sprouts,银芽三丝,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Spicy Pork Mince with Glass Noodle [ GF ],蚂蚁上树,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Beef in Black Bean Sauce,豉汁牛肉,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Beef with Ginger & Spring Onion,姜葱牛肉,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/c5c13349c7672d79f19ff246cfcd5aa1_Beef%20with%20ginger%20spring%20onion%20on%20hotplate.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Curry Beef [ GF ],咖喱牛肉,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Satay Beef [ GF ],沙爹牛肉,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Beef with Ginger & Pineapple [ GF ],紫萝牛肉,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Beef with Mushrooms,双菇牛柳粒,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Si-Chuan Spicy Beef [ GF ],水煮牛肉,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/a2e2ab98da260ef6d840fa309b49b695_Sichuan%20spicy%20beef.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Beef with Ginger & Spring Onion on a Hot plate [ GF ],铁板姜葱牛肉,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Beef in Black Pepper Sauce on a Hot plate,铁板黑椒牛肉,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Beef in Chinese Sauce on a Hot plate [ GF ],铁板中式牛肉,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Orange Beef [ GF ],橙香牛柳,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Palace’s Mayo Prawns with Pineapple,糖朝凤梨虾球,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Salt & Pepper Prawns [*],盐酥虾,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/daaea63174f465829d6ac7200a3ad102_Salt%20and%20pepper%20prawns.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Garlic Prawns,蒜香虾球,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Prawns with Cashew Nuts [ GF ],腰果虾球,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Satay Prawns [ GF ],沙爹虾球,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Prawns in Special Soy Sauce [*],美极大虾,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Crispy Prawns with Spicy Crumbs [*],避风塘鲜虾,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Steamed Prawns with Garlic [ GF ],蒜蓉蒸大虾,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Scallops with Ginger & Spring Onion [ GF ],姜葱炒带子,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Scallops in XO Sauce,XO酱爆带子,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Scallops with Tofu [ GF ],金银满屋,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/00676d5208b69aa99467e9170f85b588_Scollops%20with%20Tofu.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Steamed Bluecod Whole,清蒸鱼,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Sweet & Sour Blue Cod Whole & Boneless[ GF ] ,酸甜五柳鱼,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/b35de3e83543213191dda61cc5a0e9f3_Sweet%20sour%20blue%20cod.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Fish with Tofu in Taiwanese Spicy Sauce Whole,台式豆瓣鱼,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/fb6a7e04716077ee3eb9f46e563d8310_Fish%20and%20tofu%20in%20Taiwanese%20spicy%20sauce.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Si-Chuan Spicy Fish [ GF ],水煮鱼片,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Fish with Ginger & Spring Onion [ GF ],姜葱鱼片,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Salt & Pepper Fish,盐酥鱼片,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Sweet & Sour Fish Nuggets,酸甜鱼片,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Salt & Pepper Squid,盐酥鲜鱿,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Squid with Vegetables [ GF ],时菜鲜鱿,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Squid in Black Bean Sauce,豉汁鱿鱼,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Mixed Seafood Curry [ GF ],咖喱海鲜,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Seafood with Rice Crisps [ GF ],海鲜烩锅巴,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Salt & Pepper Soft Shell Crabs,椒盐软壳蟹,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Steamed Oysters with Garlic,蒜蓉粉丝蒸生蚝,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Albalone with Shiitake Mushrooms & Vegetable,冬菇鲍鱼扒时蔬,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,New Zealand Crayfish,新西兰龙虾,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,King Crab,深海帝王蟹,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Lamb with Ginger & Spring Onion,姜葱羊片,,,,,,,,"[""Receipt Printer""]"
